tweet_text,sentiment
#kikitoutdur devant ICS #google #nexusprime,irrelevant
Motorola Droid Razr vs. Samsung Galaxy Nexus (chart) - CNET (blog) http://t.co/oRkTnT7R #nexus #one #google,neutral
Ammazza... Anche su #twitter la gente dorme a quest'ora,irrelevant
#Video oficial del #Samsung Galaxy Nexus http://t.co/IMid6Bem #gadgets #smartphones #galaxynexus #google #promocion,irrelevant
Las aplicaciones más populares para iPhone (vía AppleWeblog) http://t.co/m68Tzn1K #iphone @apple,irrelevant
Android 4.0 SDK now available #google #android http://t.co/P05YR6PC,neutral
"Zero-day exploits are low in number, but pose big threat, experts say: http://t.co/Tk7i6fw4 #Microsoft #ITsecurity",neutral
This is what I have been waiting for RT @Apple The last big project Steve Jobs was working on was the new cranial insertion device: iMplant.,neutral
#Tecnología #Bill_Gates testificará en el #juicio por #monopolio entre #Microsoft y #Novell http://t.co/o1WGjYTO ➨ @theINQ,irrelevant
¡#twitter Tribune  está disponible! http://t.co/RBNiWUmI,irrelevant
Spotify lanza aplicación para BlackBerry http://t.co/Sgsy2bw0 #web #microsoft #tecnologia #web,irrelevant
Nos vidéos de Batman Arkham City http://t.co/07Pau5TJ #sony #microsoft #buzz,irrelevant
Android 4.0 SDK now available #google #android http://t.co/LzJmTGQ9,neutral
http://t.co/pUvXwjjc Is it #Google #bookmark or #links that bring site #traffic blogspot http://t.co/KPdXWPEB wp http://t.co/31g0geqy,neutral
#Twitter to Reformat All URLs With T.co	http://t.co/WQh2pHEA,neutral
追悼ジョブズ氏…@Apple Store#fb  http://t.co/V07PBNdP,irrelevant
"Sneaky, sneaky. Seven ways to spy on your competition, using #Twitter - http://t.co/RxopvNGQ - via @ruhanirabin @AskAaronLee",neutral
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/XPGHLC2o,neutral
#Linux Licensing in Conflict with Secure Boot Support http://t.co/vAyDRedn #opensource #uefi #microsoft,neutral
groupies follow me like #twitter.....lol jk,neutral
RT @ricklennie: Un vistazo a Windows Server 8  http://t.co/BmcJLgDV  #Microsoft #MSDP,irrelevant
Wow... @Apple sold 4 million iPhone 4S in a single weekend... http://t.co/WDLHZsza,neutral
Suppose Microsoft Had Bought Siri? - Forbes http://t.co/HoJx73Hh #apple #microsoft #siri,neutral
2pi ou pèdi onè ak respè ou so ou pap janm jwn li ankor kelkeswa app ou genyen an #Mac #Android e #Microsoft c menm jan ak Vijinite'w #manzè,irrelevant
RT @SQLServer: #Microsoft made many announcements at #SQLPass Summit. Read the blog post for a recap: http://t.co/KSgglnDC #sqlserver #s ...,neutral
Ninguem fala cmgo no #Twitter!,irrelevant
no los menciono por que me calientan el #twitter,irrelevant
"Thanks 2 my new #Twitter connections! @ecogreenvalet1,@brunodgama,@inez260,@moniqueprothero,@leviti09,@ChristyJBPL,@TonyMicheal, Chk Em Out!",neutral
RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.,negative
Article discussing how the four great tech companies will compete in the marketplace: http://t.co/YFWF9iye #Apple #Google #Facebook #Amazon,neutral
#Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/wYmFplCs #marketing,neutral
Samsung Galaxy Nexus: Android 4.0 Smartphone Unveiled : http://t.co/b5jmtr1L #android #google #mobile #news,neutral
"@sprint @bestbuy still no word on my iPhone4s preorder.  Best Buy blames Sprint, Sprint blames @apple, I just want an honest answer.  #help",negative
Nueva tecnología convierte cualquier superficie en una pantalla multitactil. http://t.co/EDibLL5V #Microsoft #omnitouch,irrelevant
"RT @aljonkar: The new Samsung Galaxy nexus..

http://t.co/UtbpXrsj 

#Android
#Samsung 
#Google 
#WoW

CC @kha1989led 
@eisaahmad",neutral
"CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces (via @andretelles) » http://t.co/fEB4uIMr",neutral
"@rohit_bmw Rohit, thanks for being part of my #google+ network!",neutral
RT @Yvandavid: RT @Yonopienso_: RT @Anyelius12: RT @Yonopienso_: RT @Yvandavid: Que lo mataron por #Twitter ya RT @Yonopienso_: ¿Que le  ...,irrelevant
More Twitter buzz for Apple Store: http://t.co/hLybd7uc - RT @ji_lee started out as a trip to the @apple store. turned into a spontaneou...,neutral
RT @twandroid: Le panorama est très sympa et peut être coupé à tout moment #google #nexusprime,irrelevant
J'adore !! Enorme “@twandroid Onglets synchronisés avec Google Chrome (comme Honeycomb) #google #nexusprime”,irrelevant
ff Account aan Microsoft Outlook toevoegen #microsoft,irrelevant
"RT @modalnho: New mov: ""ショウケース@apple store 銀座"" 記録 / starring:ichiro_, REPEAT PATTERN, moda → http://t.co/u82a1Ivk",irrelevant
Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple,neutral
"""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1",neutral
"[aa] , suavi bando de cornos & cornas , nun desejo boa noitte pra min , uma maldição pra voçs viciados en #Twitter , haha ++",irrelevant
RT @itoHedz: #Twitter donde las peleas entre personas son mas comunes que frutas en un mercado.,irrelevant
A Child’s-Eye View Of #Microsoft’s #Kinect For #Kids http://t.co/mnamu0xF,neutral
"#Google Docs #Updates Presentations With Real-Time #Collaboration, New Themes, Transitions and More [Updates] http://t.co/JWSPetbd",neutral
Siri's Search Capabilities vs Google Voice Search on Android - Tested http://t.co/YKiFTufX #apple #google #voip,neutral
#Camilokas #Valelokas #Twitter@s y mi #LalyLoka Hasta mañana! Qe tengan lindos! Son increibles! LQM!! Mil bss =),irrelevant
RT @adamdince: #Google might reverse its new data encryption policy if big brands threaten to cut their PPC spend. @Google biting the ha ...,neutral
Beware phone #scam calls pretending to be #Microsoft who claim your machine has a #virus - http://t.co/5F2p4XcB,neutral
Parabens #google gostei bastante do novo Android #android,irrelevant
Parece que Google Labs se acaba :( m.fastcompany.com/technology/57403/ #google #fail,irrelevant
Have never had such poor customer service at @Apple before! What happened? (@ Apple Store w/ 2 others) http://t.co/GKlXMUi6,negative
Virage Success Story - Harvard Business School pdf ebook:  http://t.co/JemEYNDb #google,irrelevant
Crea #Google #librero virtual infinito : El sitio WebGL Bookcase despliega el acervo de #libros .. http://t.co/Y6E1tuvi,irrelevant
Auch Google gefällt das Panda 2.5 Update nicht – Analyse eines Rollbacks « Searchmetrics SEO Blog http://t.co/2LvpBK0J #google #panda #seo,irrelevant
ICS je pro mě naprosto zanedbatelný OS pro mobil. Promiň ;( #fail #Google #samsung,irrelevant
"Bij #Microsoft zijn ze echt niet goed snik, ik was blij dat mijn mobiel gejat werd omdat er windows op zat..  #jaloezie http://t.co/fd0THHCv",irrelevant
#ALG Iniciamos formación #Microsoft M-6292.  Éxitos a los participantes! El conocimiento crece cuando se comparte.  www.alg.net.ve,irrelevant
"Parabéns, #Google. Vocês humilharam o #iOS! #Android 4.0",irrelevant
RT @AppSenseTechie: #Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/fCXdU7mA,neutral
"Anyone seen this? If your brand needs to track #SEO keyword landing through to a conversion, well #Google just capped …http://t.co/g4coBopL",neutral
#Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/znFYtK9P @mashable #social,neutral
#Microsoft details #Windows8's new Start Screen Search http://t.co/Z6X5rE5q,neutral
"#YahooAnswers #Google y #Wikipedia son parte del staff de Dios, lo sé.",irrelevant
@elias_elegantes voltoo a gosta do #TWITTER ?,irrelevant
Creating #Pareto charts using #Microsoft #Excel http://t.co/B6rYS5gX,neutral
My #twitter age is 2 years 160 days 2 hours 28 minutes 32 seconds. Find out yours at http://t.co/3YI2oDVK #twittertime,neutral
@mnoo_ana @g6wa1998 Etha Nim. w blyala tbon #twitter :p,irrelevant
iPhone 4S 8MP camera : It´s a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras,neutral
"hace unos días tenía 711 mensajes de e-mail, lo que más quiero es leerlos todos, acabo de ver y tengo 736 y lo peor #facebook & #twitter= 0",irrelevant
"#Job #ICT System- und Netzwerk Spezialist/in: planova human capital ag, St. Gallen http://t.co/WYHjUOqr #Microsoft #IT",irrelevant
: #Microsoft renovará el Administrador de Tareas en #Windows8 http://t.co/6UhMnWdG vía @tuexperto,irrelevant
RT @iGainFollows: Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autop ...,neutral
On Google+ then go here http://t.co/VS0UJozD #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral
New post: Touch Everywhere http://t.co/KKDup8v1 #microsoft #research #touch,neutral
Objetivo de las PC con #Windows de #Microsoft para estas vacaciones: “home honchos” y “media moderates” http://t.co/C1Nm8mHU,irrelevant
"Microsoft releases developer preview of ""Project Roslyn"" compiler http://t.co/lpb9n510 #Microsoft #beta",neutral
[iPad] iPad 1. Generation generalüberholt ab 389 € @Apple: Der Tablet von Apple bleibt weiterhin recht preisstab... http://t.co/h8ANhAVu,irrelevant
@ferisykes por fi te encuentro en #Twitter :DD,irrelevant
no dijeron si #ICS estara para el galaxy s1 T_T RT @AndrotekRD: #Pregunta...Pro y Contra del evento de #Google?,irrelevant
RT @NielsMoelard: En daar gaan we weer: *pakt vergrootglas erbij* zoeken naar die leuke nieuwe collega! http://t.co/jy7fBeID #vacature # ...,irrelevant
"...now with Siri were talking to our iPhones... how will we ever know if people are really truly crazy? :P 
#iphone4s #Siri #apple @apple",neutral
"#Android Ice Cream Sandwich features face-recognition to unlock your phone, no more entering a pin or password #fb #google",neutral
@Markeenn meu #Twitter ==&gt; @isaiasx19 Sumiu #rsrsr,irrelevant
#fuckyoumean #Pittsburgh don't got the best #twitter.,neutral
Yooooooo #twitter ! @NowThatsBASIC_ is the new #AmberCole who wanna go 1st ? ayyeee she does this shit for a living .,neutral
Microsoft applies for celebrity search patent #microsoft #bing http://t.co/5KfqKfgo #microsoft,neutral
#Windows 8: #Microsoft schafft den Startbildschirm ab... http://t.co/06vsmKdm,irrelevant
"Un nouvel accord signé entre Quanta Computer et #Microsoft
 http://t.co/BHFJAtaT",irrelevant
Dear @Apple iMessage client for desktop please :),neutral
Dr. Ogalinski - El Proyecto #OmniTouch de #Microsoft: todo el mundo es un touchscreen http://t.co/qzt26Gj8,irrelevant
ツイッター検索 #minsyu - モバイル版 http://t.co/EsyvJ7Q7 #twitter #検索結果,irrelevant
"Oiie gente boa madruga kkkk,depois de passar um tempão sem mexer no #twitter agora resolvir mexer de vol... x.x",irrelevant
Y asi cambie las cosas en el #facebook y en #twitter! =D,irrelevant
Google updates Nexus site with Galaxy Nexus details http://t.co/LaSn4ol0  #android #google,neutral
#Microsoft adquiere #Skype por un monto $8500 millones - http://t.co/jZr2WTCE,irrelevant
"""@ClearlyCassi_: I'll never forget the day we met, or how we kissed the first time."" /// I met you on #twitter and I haven't kiss you yet :p",neutral
#TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @all3rgict0y0u @yibumsuk @DatFix @Alleyupi,irrelevant
me acabo de dar cuenta q tengo mas seguidores en #Twitter :D gracias y espero q sigan sumandoo mas y mas :D para seguir aun mas activo aki,irrelevant
#Microsoft Is Getting More Serious About Daily (#Bing) #Deals http://t.co/yt8AW0gK,neutral
On Google+ then go here http://t.co/K6BggvDx #GPlus #Googleplus #Google #teamfollowback #socialnetwork,neutral
Wishing I can sleep all day 2morrow but I got practice... GN #Twitter,neutral
#Job #ICT Verkaufspezialist von Infrastrukturlösungen an Geschäftskunden (w/m): Microsoft Schweiz... http://t.co/admV6cNg #Microsoft #IT,irrelevant
a mimir Nos leemos mañanaa #Twitter Off,irrelevant
"ja volto #twitter , vou na cozinha .",irrelevant
@RashadHurst Pls let us know if you need help w/ music marketing promo. We got #Twitter & #Youtube on lock. http://t.co/fcPBcqLo,neutral
#Microsoft #Cloud GSA Loses $2.5 Billion Cloud Contract Fight: Google recently dropped a case against the D... http://t.co/cObJRw66 #TCN,neutral
نظام جديد .. و جهاز جديد شكراً جزيلاً #samsung #google #android,irrelevant
the announcement is in hong kong....... gotcha #icecreamsandwhich #android #galaxynexus #mynextphone #google #ics #droid,neutral
SO Hinweis: kostenlose SEO Videos  http://t.co/pwldYXVE #google,irrelevant
IHS: iPhone 4S shows key design and component changes. http://t.co/gZmdzvLe  @apple #apple #iphome4S #ios5,neutral
"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/AAP7StHt #PampersHelloApps",neutral
なにやらフォロー制限に引っ掛かったようです…もっとフォロアーを増やさなくちゃ♪　#followme #followmejp #follow #フォロー #japan #日本　#twitter　,irrelevant
iPhone 4S vs Canon 5D MKII. @apple @canon @iphone http://t.co/PvKqad33,neutral
@tvnewschick @apple Oh no! Why not?! I want it to be love-love-love! It's a lot of dough to spend otherwise...,neutral
At @Apple HQ,neutral
Microsoft: “Şanslıyız ki Yahoo’yu satın almadık” - Bilgi Çağı http://t.co/0gAQ1FpQ aracılığıyla @bilgicagi #Microsoft #SteveBallmer #Yahoo,irrelevant
"""Não sou viciada em dorgas nem em alcool mais sou no #Twitter fato""",irrelevant
Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook,neutral
yeah im gon #twitter but fuck wit me....,neutral
"Non mais WTF !? RT @Twikito Google passe en HTTPS, un drame pour les statistiques http://t.co/gQIhDcEs #analytics #Google via @Zorgloob",irrelevant
#Twitter-off,neutral
"#Twitter es como el alcohol: Empiezas por curiosidad, luego socializar, después por diversión y terminas en adicción. / soy ya alcohólico ;)",irrelevant
Cómo funciona #Google AdWords  http://t.co/8kuFtEVY vía @JuanPittau,irrelevant
@IamTinaThompson @JudgeGregMathis is on #twitter also!!,neutral
Ballmer: We’re beating Google in the cloud http://t.co/YFAmguRF #ballmer #google #microsoft #cloud,neutral
Google Galaxy Nexus http://t.co/vWpuA2gt #google #galaxynexus #android #ICS,neutral
deberia de ponerme a leer un libro en lugar de estar perdiendo el tiempo en #fb y #twitter :(,irrelevant
#Twitter is hella funny when got people on here you grew up with....lmao,neutral
Yahoo! Just received welcome letter to join #TFS Preview. Thanks #Microsoft,neutral
Calling All #IceCreamSandwich Lovers | #Google & #Samsung Like in Hong Kong - A new look at what's new from Android http://t.co/rUkTyUJC,neutral
i update to ios 5 and lose everything on my phone and it wont let me sign into my itunes account... thanks @Apple,negative
RT @FierceCIO: What happens to #Skype now that it is officially #Microsoft's? http://t.co/9FzSH0RY $MSFT,neutral
#Ballmer: We're Lucky #Microsoft Didn't Buy #Yahoo: http://t.co/oHbevXdP | #CEO #John #Steve #Web #acquisition #comment #conference,neutral
#Microsoft lanza sitio oficial de #Skype http://t.co/pl3kPDla,irrelevant
"@Mommy_gaga,  #Win an @Apple iPod Touch and get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps",neutral
iPhone 4S First Weekend Sales Top Four Million: http://t.co/Dm4acTYv via @Apple themselves. Big sales for the new phone.,neutral
RT @twandroid: Partage d'apps en NFC #google #nexusprime,irrelevant
Good morning #twitter.,neutral
#google +1 Stickers came with this month's Adsense cheque . http://t.co/AOFYoJmE,neutral
@Victorafrosan X. G. R. ? No pues ni el nombre de tu novia me se como para tener su #Twitter,irrelevant
Kat in het nauw #Microsoft #WindowsPhone :  flink afgeven op  je concurrent #Android  http://t.co/tcDtTnIu,irrelevant
